#1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc	6_num_A	7_num_C	8_num_G	9_num_T	10_num_N	11_num_oth	12_seq_len	
chr5	42300000	42400000	0.621710	0.378290	33205	19489	18340	28966	0	0	100000
chr5	42400000	42500000	0.608950	0.391050	28064	18878	20227	32831	0	0	100000
chr5	42500000	42600000	0.613970	0.386030	29247	18774	19829	32150	0	0	100000
chr5	42600000	42700000	0.615990	0.384010	31445	19307	19094	30154	0	0	100000
chr5	42700000	42800000	0.637870	0.362130	32561	18318	17895	31226	0	0	100000
chr5	42800000	42900000	0.604550	0.395450	30768	20077	19468	29687	0	0	100000
chr5	42900000	43000000	0.568190	0.431810	29262	22025	21156	27557	0	0	100000
chr5	43000000	43100000	0.556050	0.443950	29480	22095	22300	26125	0	0	100000
chr5	43100000	43200000	0.565380	0.434620	27363	21693	21769	29175	0	0	100000
chr5	43200000	43300000	0.581180	0.418820	27653	20707	21175	30465	0	0	100000
chr5	43300000	43400000	0.584730	0.415270	28836	20252	21275	29637	0	0	100000
chr5	43400000	43500000	0.603430	0.396570	32178	19910	19747	28165	0	0	100000
chr5	43500000	43600000	0.594510	0.405490	30515	20336	20213	28936	0	0	100000
chr5	43600000	43700000	0.617860	0.382140	28116	17898	20316	33670	0	0	100000
chr5	43700000	43800000	0.613940	0.386060	28836	19297	19309	32558	0	0	100000
chr5	43800000	43900000	0.633160	0.366840	29884	17092	19592	33432	0	0	100000
chr5	43900000	44000000	0.621750	0.378250	29413	18490	19335	32762	0	0	100000
chr5	44000000	44100000	0.627510	0.372490	29907	18206	19043	32844	0	0	100000
chr5	44100000	44200000	0.623580	0.376420	29332	18266	19376	33026	0	0	100000
chr5	44200000	44300000	0.646300	0.353700	32049	16892	18478	32581	0	0	100000
chr5	44300000	44400000	0.641750	0.358250	32004	18205	17620	32171	0	0	100000
chr5	44400000	44500000	0.645670	0.354330	32021	17522	17911	32546	0	0	100000
chr5	44500000	44600000	0.632780	0.367220	30492	18928	17794	32786	0	0	100000
chr5	44600000	44700000	0.629520	0.370480	33143	18664	18384	29809	0	0	100000
chr5	44700000	44800000	0.640370	0.359630	33575	17857	18106	30462	0	0	100000
chr5	44800000	44900000	0.640890	0.359110	30974	17481	18430	33115	0	0	100000
chr5	44900000	45000000	0.630980	0.369020	31236	18325	18577	31862	0	0	100000
chr5	45000000	45100000	0.650660	0.349340	32528	17405	17529	32538	0	0	100000
chr5	45100000	45200000	0.632650	0.367350	31117	18465	18270	32148	0	0	100000
chr5	45200000	45300000	0.632880	0.367120	31022	18298	18414	32266	0	0	100000
chr5	45300000	45400000	0.657380	0.342620	34118	17321	16941	31620	0	0	100000
chr5	45400000	45500000	0.652530	0.347470	32181	17562	17185	33072	0	0	100000
chr5	45500000	45600000	0.649990	0.350010	32257	18182	16819	32742	0	0	100000
chr5	45600000	45700000	0.650730	0.349270	34314	17944	16983	30759	0	0	100000
chr5	45700000	45800000	0.629590	0.370410	30516	18620	18421	32443	0	0	100000
chr5	45800000	45900000	0.635930	0.364070	30633	18384	18023	32960	0	0	100000
chr5	45900000	46000000	0.637070	0.362930	31512	15883	20410	32195	0	0	100000
chr5	46000000	46100000	0.640340	0.359660	31988	14742	21224	32046	0	0	100000
chr5	46100000	46200000	0.626490	0.373510	31632	18213	19138	31017	0	0	100000
chr5	46200000	46300000	0.639540	0.360460	31804	19613	16433	32150	0	0	100000
chr5	46300000	46400000	0.627300	0.372700	32513	19565	17705	30217	0	0	100000
chr5	46400000	46500000	0.035540	0.020870	1733	952	1135	1821	94359	0	100000
chr5	46500000	46600000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	46600000	46700000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	46700000	46800000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	46800000	46900000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	46900000	47000000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	47000000	47100000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	47100000	47200000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	47200000	47300000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	47300000	47400000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	47400000	47500000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	47500000	47600000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	47600000	47700000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	47700000	47800000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	47800000	47900000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	47900000	48000000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	48000000	48100000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	48100000	48200000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	48200000	48300000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	48300000	48400000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	48400000	48500000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	48500000	48600000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	48600000	48700000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	48700000	48800000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	48800000	48900000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	48900000	49000000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	49000000	49100000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	49100000	49200000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	49200000	49300000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	49300000	49400000	0.000000	0.000000	0	0	0	0	100000	0	100000
chr5	49400000	49500000	0.584590	0.359000	30898	19342	16558	27561	5641	0	100000
chr5	49500000	49600000	0.628800	0.371200	33439	19598	17522	29441	0	0	100000
chr5	49600000	49700000	0.626850	0.373150	33564	19162	18153	29121	0	0	100000
chr5	49700000	49800000	0.614960	0.385040	30329	19532	18972	31167	0	0	100000
chr5	49800000	49900000	0.635190	0.364810	31912	18695	17786	31607	0	0	100000
chr5	49900000	50000000	0.624920	0.375080	30006	19066	18442	32486	0	0	100000
chr5	50000000	50100000	0.647520	0.352480	29282	16979	18269	35470	0	0	100000
chr5	50100000	50200000	0.633540	0.366460	30555	18319	18327	32799	0	0	100000
chr5	50200000	50300000	0.607250	0.392750	31205	19441	19834	29520	0	0	100000
chr5	50300000	50400000	0.642470	0.357530	32005	17587	18166	32242	0	0	100000
chr5	50400000	50500000	0.640980	0.359020	33576	18440	17462	30522	0	0	100000
chr5	50500000	50600000	0.646080	0.353920	32125	17841	17551	32483	0	0	100000
chr5	50600000	50700000	0.608520	0.391480	30446	19600	19548	30406	0	0	100000
chr5	50700000	50800000	0.648610	0.351390	31027	17716	17423	33834	0	0	100000
chr5	50800000	50900000	0.670430	0.329570	33594	16006	16951	33449	0	0	100000
chr5	50900000	51000000	0.645970	0.354030	32099	17789	17614	32498	0	0	100000
chr5	51000000	51100000	0.650490	0.349510	31116	17523	17428	33933	0	0	100000
chr5	51100000	51200000	0.647470	0.352530	32007	17365	17888	32740	0	0	100000
chr5	51200000	51300000	0.643800	0.356200	33143	17272	18348	31237	0	0	100000
chr5	51300000	51400000	0.656940	0.343060	33906	17058	17248	31788	0	0	100000
chr5	51400000	51500000	0.662000	0.338000	33484	16756	17044	32716	0	0	100000
chr5	51500000	51600000	0.658820	0.341180	32275	17111	17007	33607	0	0	100000
chr5	51600000	51700000	0.638330	0.361670	31984	18584	17583	31849	0	0	100000
chr5	51700000	51800000	0.644430	0.355570	32295	18138	17419	32148	0	0	100000
chr5	51800000	51900000	0.647740	0.352260	34014	17687	17539	30760	0	0	100000
chr5	51900000	52000000	0.626320	0.373680	30959	18870	18498	31673	0	0	100000
chr5	52000000	52100000	0.621120	0.378880	31878	19193	18695	30234	0	0	100000
chr5	52100000	52200000	0.630560	0.369440	30880	18408	18536	32176	0	0	100000
chr5	52200000	52300000	0.624010	0.375990	29951	18389	19210	32450	0	0	100000
chr5	52300000	52400000	0.621330	0.378670	30545	19116	18751	31588	0	0	100000
chr5	52400000	52500000	0.604760	0.395240	31027	20186	19338	29449	0	0	100000
chr5	52500000	52600000	0.609580	0.390420	29611	19940	19102	31347	0	0	100000
chr5	52600000	52700000	0.625480	0.374520	32393	18935	18517	30155	0	0	100000
chr5	52700000	52800000	0.603260	0.396740	31320	20632	19042	29006	0	0	100000
chr5	52800000	52900000	0.622800	0.377200	28806	18699	19021	33474	0	0	100000
chr5	52900000	53000000	0.638830	0.361170	29842	17687	18430	34041	0	0	100000
chr5	53000000	53100000	0.604570	0.395430	33767	19909	19634	26690	0	0	100000
chr5	53100000	53200000	0.591640	0.408360	30754	20597	20239	28410	0	0	100000
chr5	53200000	53300000	0.612150	0.387850	32117	19295	19490	29098	0	0	100000
chr5	53300000	53400000	0.616350	0.383650	32583	19431	18934	29052	0	0	100000
chr5	53400000	53500000	0.630460	0.369540	32480	19649	17305	30566	0	0	100000
chr5	53500000	53600000	0.603730	0.396270	32191	21000	18627	28182	0	0	100000
chr5	53600000	53700000	0.601630	0.398370	30338	19901	19936	29825	0	0	100000
chr5	53700000	53800000	0.583960	0.416040	28736	20518	21086	29660	0	0	100000
chr5	53800000	53900000	0.575400	0.424600	28204	20749	21711	29336	0	0	100000
chr5	53900000	54000000	0.586160	0.413840	28401	20682	20702	30215	0	0	100000
chr5	54000000	54100000	0.589340	0.410660	29827	20917	20149	29107	0	0	100000
chr5	54100000	54200000	0.582270	0.417730	30232	21661	20112	27995	0	0	100000
chr5	54200000	54300000	0.600360	0.399640	30908	20731	19233	29128	0	0	100000
chr5	54300000	54400000	0.594680	0.405320	30848	20848	19684	28620	0	0	100000
chr5	54400000	54500000	0.608370	0.391630	32474	20031	19132	28363	0	0	100000
chr5	54500000	54600000	0.593080	0.406920	30396	20358	20334	28912	0	0	100000
chr5	54600000	54700000	0.627740	0.372260	28895	17891	19335	33879	0	0	100000
chr5	54700000	54800000	0.611860	0.388140	32549	20031	18783	28637	0	0	100000
chr5	54800000	54900000	0.584640	0.415360	29621	21223	20313	28843	0	0	100000
chr5	54900000	55000000	0.605630	0.394370	31224	19944	19493	29339	0	0	100000
chr5	55000000	55100000	0.612640	0.387360	28610	18590	20146	32654	0	0	100000
chr5	55100000	55200000	0.598040	0.401960	27225	20208	19988	32579	0	0	100000
chr5	55200000	55300000	0.590490	0.409510	30516	20454	20497	28533	0	0	100000
chr5	55300000	55400000	0.559890	0.440110	27610	21695	22316	28379	0	0	100000
chr5	55400000	55500000	0.582670	0.417330	29481	20197	21536	28786	0	0	100000
chr5	55500000	55600000	0.579430	0.420570	28843	20930	21127	29100	0	0	100000
chr5	55600000	55700000	0.585360	0.414640	29572	20767	20697	28964	0	0	100000
chr5	55700000	55800000	0.577830	0.422170	28986	21393	20824	28797	0	0	100000
chr5	55800000	55900000	0.577170	0.422830	29318	21506	20777	28399	0	0	100000
chr5	55900000	56000000	0.587910	0.412090	29665	21341	19868	29126	0	0	100000
chr5	56000000	56100000	0.600690	0.399310	30880	20296	19635	29189	0	0	100000
chr5	56100000	56200000	0.613740	0.386260	29121	18776	19850	32253	0	0	100000
chr5	56200000	56300000	0.599990	0.400010	31345	20294	19707	28654	0	0	100000
chr5	56300000	56400000	0.590110	0.409890	30525	20193	20796	28486	0	0	100000
chr5	56400000	56500000	0.565770	0.434230	26423	21501	21922	30154	0	0	100000
chr5	56500000	56600000	0.603790	0.396210	28998	19050	20571	31381	0	0	100000
chr5	56600000	56700000	0.591420	0.408580	27388	19613	21245	31754	0	0	100000
chr5	56700000	56800000	0.593040	0.406960	28438	19455	21241	30866	0	0	100000
chr5	56800000	56900000	0.602030	0.397970	28326	19030	20767	31877	0	0	100000
chr5	56900000	57000000	0.618520	0.381480	30036	18012	20136	31816	0	0	100000
chr5	57000000	57100000	0.627350	0.372650	29682	18451	18814	33053	0	0	100000
chr5	57100000	57200000	0.617050	0.382950	29283	19122	19173	32422	0	0	100000
chr5	57200000	57300000	0.622320	0.377680	30393	19015	18753	31839	0	0	100000
chr5	57300000	57400000	0.624450	0.375550	30639	18566	18989	31806	0	0	100000
chr5	57400000	57500000	0.621270	0.378730	31161	19213	18660	30966	0	0	100000
chr5	57500000	57600000	0.622650	0.377350	33255	19231	18504	29010	0	0	100000
chr5	57600000	57700000	0.627310	0.372690	32313	18583	18686	30418	0	0	100000
chr5	57700000	57800000	0.611980	0.388020	30600	19395	19407	30598	0	0	100000
chr5	57800000	57900000	0.619790	0.380210	30215	18854	19167	31764	0	0	100000
chr5	57900000	58000000	0.616620	0.383380	30094	18858	19480	31568	0	0	100000
chr5	58000000	58100000	0.620870	0.379130	30813	19183	18730	31274	0	0	100000
chr5	58100000	58200000	0.603740	0.396260	30137	19987	19639	30237	0	0	100000
chr5	58200000	58300000	0.602830	0.397170	30009	20346	19371	30274	0	0	100000
chr5	58300000	58400000	0.623150	0.376850	32593	19233	18452	29722	0	0	100000
chr5	58400000	58500000	0.618120	0.381880	31378	18804	19384	30434	0	0	100000
chr5	58500000	58600000	0.635180	0.364820	32815	18403	18079	30703	0	0	100000
chr5	58600000	58700000	0.624260	0.375740	32142	19477	18097	30284	0	0	100000
chr5	58700000	58800000	0.624890	0.375110	32021	19138	18373	30468	0	0	100000
chr5	58800000	58900000	0.637380	0.362620	33202	18230	18032	30536	0	0	100000
chr5	58900000	59000000	0.630910	0.369090	33499	18778	18131	29592	0	0	100000
chr5	59000000	59100000	0.626790	0.373210	32194	18823	18498	30485	0	0	100000
chr5	59100000	59200000	0.619340	0.380660	31553	19106	18960	30381	0	0	100000
chr5	59200000	59300000	0.631490	0.368510	33257	18623	18228	29892	0	0	100000
chr5	59300000	59400000	0.630620	0.369380	31486	18781	18157	31576	0	0	100000
chr5	59400000	59500000	0.636670	0.363330	32651	18611	17722	31016	0	0	100000
chr5	59500000	59600000	0.637350	0.362650	32791	18498	17767	30944	0	0	100000
chr5	59600000	59700000	0.607850	0.392150	31235	20775	18440	29550	0	0	100000
chr5	59700000	59800000	0.611680	0.388320	32746	20089	18743	28422	0	0	100000
chr5	59800000	59900000	0.611730	0.388270	31614	20087	18740	29559	0	0	100000
chr5	59900000	60000000	0.609730	0.390270	32126	20393	18634	28847	0	0	100000
chr5	60000000	60100000	0.606010	0.393990	32337	19867	19532	28264	0	0	100000
chr5	60100000	60200000	0.606550	0.393450	31179	19642	19703	29476	0	0	100000
chr5	60200000	60300000	0.625810	0.374190	28397	18383	19036	34184	0	0	100000
chr5	60300000	60400000	0.646470	0.353530	30496	17300	18053	34151	0	0	100000
chr5	60400000	60500000	0.620940	0.379060	29355	18948	18958	32739	0	0	100000
chr5	60500000	60600000	0.586660	0.413340	29744	20807	20527	28922	0	0	100000
chr5	60600000	60700000	0.589930	0.410070	28155	19374	21633	30838	0	0	100000
chr5	60700000	60800000	0.624750	0.375250	29165	17839	19686	33310	0	0	100000
chr5	60800000	60900000	0.592710	0.407290	27826	19919	20810	31445	0	0	100000
chr5	60900000	61000000	0.559990	0.440010	27624	21581	22420	28375	0	0	100000
chr5	61000000	61100000	0.590660	0.409340	29485	20182	20752	29581	0	0	100000
chr5	61100000	61200000	0.601400	0.398600	30472	19851	20009	29668	0	0	100000
chr5	61200000	61300000	0.593630	0.406370	29750	21171	19466	29613	0	0	100000
chr5	61300000	61400000	0.598390	0.401610	28532	20085	20076	31307	0	0	100000
chr5	61400000	61500000	0.583950	0.416050	30113	20869	20736	28282	0	0	100000
chr5	61500000	61600000	0.593960	0.406040	30140	20753	19851	29256	0	0	100000
chr5	61600000	61700000	0.608790	0.391210	29549	19182	19939	31330	0	0	100000
chr5	61700000	61800000	0.608750	0.391250	27177	18624	20501	33698	0	0	100000
chr5	61800000	61900000	0.627870	0.372130	28609	18015	19198	34178	0	0	100000
chr5	61900000	62000000	0.579710	0.420290	27704	20723	21306	30267	0	0	100000
chr5	62000000	62100000	0.597680	0.402320	28792	19501	20731	30976	0	0	100000
chr5	62100000	62200000	0.610270	0.389730	30058	18862	20111	30969	0	0	100000
chr5	62200000	62300000	0.623060	0.376940	29550	18398	19296	32756	0	0	100000
chr5	62300000	62400000	0.617200	0.382800	29789	18769	19511	31931	0	0	100000
chr5	62400000	62500000	0.631800	0.368200	30803	18060	18760	32377	0	0	100000
chr5	62500000	62600000	0.639060	0.360940	29465	18036	18058	34441	0	0	100000
chr5	62600000	62700000	0.641700	0.358300	31827	17820	18010	32343	0	0	100000
chr5	62700000	62800000	0.654110	0.345890	33174	17459	17130	32237	0	0	100000
chr5	62800000	62900000	0.633580	0.366420	33021	18744	17898	30337	0	0	100000
chr5	62900000	63000000	0.640210	0.359790	32083	18001	17978	31938	0	0	100000
chr5	63000000	63100000	0.631690	0.368310	31526	18641	18190	31643	0	0	100000
chr5	63100000	63200000	0.640950	0.359050	33240	18175	17730	30855	0	0	100000
chr5	63200000	63300000	0.630080	0.369920	31965	19005	17987	31043	0	0	100000
chr5	63300000	63400000	0.618330	0.381670	32743	19424	18743	29090	0	0	100000
chr5	63400000	63500000	0.618160	0.381840	30160	19145	19039	31656	0	0	100000
chr5	63500000	63600000	0.626600	0.373400	29752	17931	19409	32908	0	0	100000
chr5	63600000	63700000	0.648400	0.351600	32909	17554	17606	31931	0	0	100000
chr5	63700000	63800000	0.623260	0.376740	35277	19612	18062	27049	0	0	100000
chr5	63800000	63900000	0.607200	0.392800	30908	19506	19774	29812	0	0	100000
chr5	63900000	64000000	0.605060	0.394940	30655	19954	19540	29851	0	0	100000
chr5	64000000	64100000	0.640370	0.359630	31357	17696	18267	32680	0	0	100000
chr5	64100000	64200000	0.652490	0.347510	32538	16860	17891	32711	0	0	100000
chr5	64200000	64300000	0.636850	0.363150	29040	18443	17872	34645	0	0	100000
chr5	64300000	64400000	0.593760	0.406240	29517	20654	19970	29859	0	0	100000
chr5	64400000	64500000	0.602880	0.397120	30173	20262	19450	30115	0	0	100000
chr5	64500000	64600000	0.650710	0.349290	34467	17654	17275	30604	0	0	100000
chr5	64600000	64700000	0.643880	0.356120	34221	18637	16975	30167	0	0	100000
chr5	64700000	64800000	0.629970	0.370030	33382	19542	17461	29615	0	0	100000
chr5	64800000	64900000	0.630490	0.369510	32385	18975	17976	30664	0	0	100000
chr5	64900000	65000000	0.622720	0.377280	32405	18875	18853	29867	0	0	100000
chr5	65000000	65100000	0.596790	0.403210	29610	19930	20391	30069	0	0	100000
chr5	65100000	65200000	0.594950	0.405050	28814	20422	20083	30681	0	0	100000
chr5	65200000	65300000	0.603880	0.396120	28042	18860	20752	32346	0	0	100000
chr5	65300000	65400000	0.642310	0.357690	31259	16978	18791	32972	0	0	100000
chr5	65400000	65500000	0.624260	0.375740	30716	17918	19656	31710	0	0	100000
chr5	65500000	65600000	0.586320	0.413680	26569	20214	21154	32063	0	0	100000
chr5	65600000	65700000	0.583640	0.416360	27817	20333	21303	30547	0	0	100000
chr5	65700000	65800000	0.596070	0.403930	28912	19837	20556	30695	0	0	100000
chr5	65800000	65900000	0.607720	0.392280	28853	19674	19554	31919	0	0	100000
chr5	65900000	66000000	0.605020	0.394980	28374	18380	21118	32128	0	0	100000
chr5	66000000	66100000	0.605060	0.394940	28135	18906	20588	32371	0	0	100000
chr5	66100000	66200000	0.610200	0.389800	28289	18713	20267	32731	0	0	100000
chr5	66200000	66300000	0.608890	0.391110	28618	18690	20421	32271	0	0	100000
chr5	66300000	66400000	0.623180	0.376820	29913	18311	19371	32405	0	0	100000
chr5	66400000	66500000	0.590910	0.409090	28826	20375	20534	30265	0	0	100000
chr5	66500000	66600000	0.584110	0.415890	27716	20162	21427	30695	0	0	100000
chr5	66600000	66700000	0.614240	0.385760	29651	19601	18975	31773	0	0	100000
chr5	66700000	66800000	0.634350	0.365650	30702	18037	18528	32733	0	0	100000
chr5	66800000	66900000	0.631510	0.368490	31476	17901	18948	31675	0	0	100000
chr5	66900000	67000000	0.616130	0.383870	29723	19122	19265	31890	0	0	100000
chr5	67000000	67100000	0.615260	0.384740	33382	19134	19340	28144	0	0	100000
chr5	67100000	67200000	0.618100	0.381900	32121	19222	18968	29689	0	0	100000
chr5	67200000	67300000	0.614970	0.385030	30913	19446	19057	30584	0	0	100000
chr5	67300000	67400000	0.594760	0.405240	30317	20904	19620	29159	0	0	100000
chr5	67400000	67500000	0.593170	0.406830	30944	20528	20155	28373	0	0	100000
chr5	67500000	67600000	0.602930	0.397070	28631	19354	20353	31662	0	0	100000
chr5	67600000	67700000	0.589300	0.410700	30417	20307	20763	28513	0	0	100000
chr5	67700000	67800000	0.588720	0.411280	29168	20587	20541	29704	0	0	100000
chr5	67800000	67900000	0.609130	0.390870	31025	20380	18707	29888	0	0	100000
chr5	67900000	68000000	0.611100	0.388900	32515	19896	18994	28595	0	0	100000
chr5	68000000	68100000	0.591210	0.408790	30680	21369	19510	28441	0	0	100000
chr5	68100000	68200000	0.607150	0.392850	31885	20265	19020	28830	0	0	100000
chr5	68200000	68300000	0.587660	0.412340	31376	21751	19483	27390	0	0	100000
chr5	68300000	68400000	0.574650	0.425350	28870	21505	21030	28595	0	0	100000
chr5	68400000	68500000	0.581230	0.418770	27769	21061	20816	30354	0	0	100000
chr5	68500000	68600000	0.575380	0.424620	27272	21260	21202	30266	0	0	100000
chr5	68600000	68700000	0.580200	0.419800	28924	20876	21104	29096	0	0	100000
chr5	68700000	68800000	0.565340	0.434660	27649	21454	22012	28885	0	0	100000
chr5	68800000	68900000	0.590570	0.409430	28091	19942	21001	30966	0	0	100000
chr5	68900000	69000000	0.586630	0.413370	29479	21516	19821	29184	0	0	100000
chr5	69000000	69100000	0.645040	0.354960	33330	17612	17884	31174	0	0	100000
chr5	69100000	69200000	0.632500	0.367500	30345	17830	18920	32905	0	0	100000
chr5	69200000	69300000	0.630300	0.369700	30796	18542	18428	32234	0	0	100000
chr5	69300000	69400000	0.588730	0.411270	28096	20142	20985	30777	0	0	100000
chr5	69400000	69500000	0.619820	0.380180	32103	18671	19347	29879	0	0	100000
chr5	69500000	69600000	0.608760	0.391240	31948	20222	18902	28928	0	0	100000
chr5	69600000	69700000	0.648040	0.351960	32156	17588	17608	32648	0	0	100000
chr5	69700000	69800000	0.576370	0.423630	28046	21206	21157	29591	0	0	100000
chr5	69800000	69900000	0.610470	0.389530	31895	20286	18667	29152	0	0	100000
chr5	69900000	70000000	0.640890	0.359110	32191	17928	17983	31898	0	0	100000
chr5	70000000	70100000	0.614540	0.385460	29069	18721	19825	32385	0	0	100000
chr5	70100000	70200000	0.645970	0.354030	31933	17831	17572	32664	0	0	100000
chr5	70200000	70300000	0.577350	0.422650	28529	20373	21892	29206	0	0	100000
chr5	70300000	70400000	0.588110	0.411890	30042	20923	20266	28769	0	0	100000
chr5	70400000	70500000	0.620650	0.379350	32141	18610	19325	29924	0	0	100000
chr5	70500000	70600000	0.608670	0.391330	31982	20215	18918	28885	0	0	100000
chr5	70600000	70700000	0.640480	0.359520	32115	18068	17884	31933	0	0	100000
chr5	70700000	70800000	0.612330	0.387670	28734	19425	19342	32499	0	0	100000
chr5	70800000	70900000	0.590580	0.409420	28226	19679	21263	30832	0	0	100000
chr5	70900000	71000000	0.593870	0.406130	27233	19831	20782	32154	0	0	100000
chr5	71000000	71100000	0.588400	0.411600	28012	20092	21068	30828	0	0	100000
chr5	71100000	71200000	0.591460	0.408540	28253	19675	21179	30893	0	0	100000
chr5	71200000	71300000	0.593220	0.406780	30197	19784	20894	29125	0	0	100000
chr5	71300000	71400000	0.593260	0.406740	30491	20463	20211	28835	0	0	100000
chr5	71400000	71500000	0.574850	0.425150	28106	21181	21334	29379	0	0	100000
chr5	71500000	71600000	0.611230	0.388770	32335	19814	19063	28788	0	0	100000
chr5	71600000	71700000	0.590380	0.409620	29384	20428	20534	29654	0	0	100000
chr5	71700000	71800000	0.578250	0.421750	28710	20876	21299	29115	0	0	100000
chr5	71800000	71900000	0.588570	0.411430	29844	20729	20414	29013	0	0	100000
chr5	71900000	72000000	0.590490	0.409510	29771	20586	20365	29278	0	0	100000
chr5	72000000	72100000	0.613250	0.386750	32031	19505	19170	29294	0	0	100000
chr5	72100000	72200000	0.624940	0.375060	28528	18230	19276	33966	0	0	100000
chr5	72200000	72300000	0.594770	0.405230	27681	19951	20572	31796	0	0	100000
chr5	72300000	72400000	0.635170	0.364830	30099	17571	18912	33418	0	0	100000
chr5	72400000	72500000	0.560390	0.439610	27328	21951	22010	28711	0	0	100000
chr5	72500000	72600000	0.561230	0.438770	28591	21729	22148	27532	0	0	100000
chr5	72600000	72700000	0.575620	0.424380	28799	21783	20655	28763	0	0	100000
chr5	72700000	72800000	0.570980	0.429020	28448	21327	21575	28650	0	0	100000
chr5	72800000	72900000	0.598060	0.401940	29192	19572	20622	30614	0	0	100000
chr5	72900000	73000000	0.596950	0.403050	27472	19624	20681	32223	0	0	100000
chr5	73000000	73100000	0.606210	0.393790	28379	18571	20808	32242	0	0	100000
chr5	73100000	73200000	0.609040	0.390960	27914	18784	20312	32990	0	0	100000
chr5	73200000	73300000	0.594670	0.405330	28563	19791	20742	30904	0	0	100000
chr5	73300000	73400000	0.598440	0.401560	29309	20165	19991	30535	0	0	100000
chr5	73400000	73500000	0.587340	0.412660	29525	20432	20834	29209	0	0	100000
chr5	73500000	73600000	0.593290	0.406710	30701	20871	19800	28628	0	0	100000
chr5	73600000	73700000	0.576680	0.423320	28913	21768	20564	28755	0	0	100000
chr5	73700000	73800000	0.592750	0.407250	30687	21266	19459	28588	0	0	100000
chr5	73800000	73900000	0.583770	0.416230	29943	21039	20584	28434	0	0	100000
chr5	73900000	74000000	0.570320	0.429680	28901	21677	21291	28131	0	0	100000
chr5	74000000	74100000	0.618930	0.381070	33180	19414	18693	28713	0	0	100000
chr5	74100000	74200000	0.606150	0.393850	31263	20678	18707	29352	0	0	100000
chr5	74200000	74300000	0.590870	0.409130	28717	20426	20487	30370	0	0	100000
chr5	74300000	74400000	0.590110	0.409890	29983	20412	20577	29028	0	0	100000
chr5	74400000	74500000	0.630840	0.369160	34836	18714	18202	28248	0	0	100000
chr5	74500000	74600000	0.599890	0.400110	30156	20404	19607	29833	0	0	100000
chr5	74600000	74700000	0.605530	0.394470	30080	19607	19840	30473	0	0	100000
chr5	74700000	74800000	0.631570	0.368430	33033	19035	17808	30124	0	0	100000
chr5	74800000	74900000	0.631850	0.368150	29539	18241	18574	33646	0	0	100000
chr5	74900000	75000000	0.601780	0.398220	30906	19700	20122	29272	0	0	100000
chr5	75000000	75100000	0.610940	0.389060	28915	18697	20209	32179	0	0	100000
chr5	75100000	75200000	0.613450	0.386550	29535	18765	19890	31810	0	0	100000
chr5	75200000	75300000	0.607370	0.392630	31398	19770	19493	29339	0	0	100000
chr5	75300000	75400000	0.608710	0.391290	28568	19307	19822	32303	0	0	100000
chr5	75400000	75500000	0.590550	0.409450	29590	20024	20921	29465	0	0	100000
chr5	75500000	75600000	0.589830	0.410170	28362	20172	20845	30621	0	0	100000
chr5	75600000	75700000	0.554650	0.445350	28002	23267	21268	27463	0	0	100000
chr5	75700000	75800000	0.583690	0.416310	27061	19972	21659	31308	0	0	100000
chr5	75800000	75900000	0.593460	0.406540	28466	20025	20629	30880	0	0	100000
chr5	75900000	76000000	0.610110	0.389890	30054	19147	19842	30957	0	0	100000
chr5	76000000	76100000	0.563280	0.436720	29154	21159	22513	27174	0	0	100000
chr5	76100000	76200000	0.551710	0.448290	26562	21374	23455	28609	0	0	100000
chr5	76200000	76300000	0.573190	0.426810	28463	21381	21300	28856	0	0	100000
chr5	76300000	76400000	0.594130	0.405870	29306	19651	20936	30107	0	0	100000
